"Date","Price","Open","High","Low","Vol.","Change %"
"02-03-2023","144.46","144.16","144.88","142.82","987.15K","-0.61%"
"01-03-2023","145.34","145.20","148.30","144.98","1.16M","0.44%"
"28-02-2023","144.70","143.34","145.34","142.54","1.55M","0.63%"
"27-02-2023","143.80","142.94","145.10","142.94","954.54K","1.65%"
"24-02-2023","141.46","146.46","147.06","141.46","3.95M","-3.10%"
"23-02-2023","145.98","144.58","147.08","144.58","933.42K","1.14%"
"22-02-2023","144.34","142.92","144.84","142.14","957.68K","0.42%"
"21-02-2023","143.74","144.10","144.84","142.34","921.29K","-0.64%"
"20-02-2023","144.66","145.44","145.76","144.38","594.86K","-0.54%"
"17-02-2023","145.44","146.20","146.32","144.12","1.46M","-1.32%"
"16-02-2023","147.38","148.98","149.90","146.32","1.01M","-0.75%"
"15-02-2023","148.50","144.78","148.90","144.58","1.52M","2.40%"
"14-02-2023","145.02","146.52","146.74","144.68","1.13M","-0.78%"
"13-02-2023","146.16","146.00","146.52","144.48","780.99K","0.29%"
"10-02-2023","145.74","145.72","148.24","144.88","2.13M","-2.46%"
"09-02-2023","149.42","147.24","152.20","145.82","4.10M","6.68%"
"08-02-2023","140.06","142.00","142.36","139.64","1.18M","-0.57%"
"07-02-2023","140.86","143.30","143.32","140.72","1.49M","-1.47%"
"06-02-2023","142.96","144.14","144.68","142.52","1.03M","-1.42%"
"03-02-2023","145.02","142.78","145.02","142.70","1.30M","0.90%"
"02-02-2023","143.72","143.96","144.38","141.10","1.71M","0.50%"
"01-02-2023","143.00","142.88","144.32","142.54","1.07M","0.07%"
"31-01-2023","142.90","143.70","143.86","142.52","1.15M","-0.25%"
"30-01-2023","143.26","143.86","144.64","142.66","893.62K","-0.86%"
"27-01-2023","144.50","143.00","145.14","142.88","1.03M","0.31%"
"26-01-2023","144.06","144.28","144.86","142.74","913.76K","0.87%"
"25-01-2023","142.82","143.00","143.66","142.04","661.44K","-0.33%"
"24-01-2023","143.30","144.20","144.96","142.28","829.31K","-0.43%"
"23-01-2023","143.92","142.42","143.96","141.88","839.30K","1.44%"
"20-01-2023","141.88","140.68","142.88","140.48","1.28M","0.91%"
"19-01-2023","140.60","144.00","144.08","140.44","1.71M","-3.01%"
"18-01-2023","144.96","144.80","146.36","144.32","1.08M","-0.03%"
"17-01-2023","145.00","141.88","145.26","141.76","1.38M","1.88%"
"16-01-2023","142.32","142.76","143.12","141.70","796.31K","-0.08%"
"13-01-2023","142.44","142.54","143.54","141.54","1.28M","0.27%"
"12-01-2023","142.06","140.00","142.82","139.78","1.13M","1.36%"
"11-01-2023","140.16","138.50","140.68","138.20","1.16M","1.46%"
"10-01-2023","138.14","137.26","138.54","136.48","843.41K","-0.14%"
"09-01-2023","138.34","136.90","138.66","136.44","1.32M","1.62%"
"06-01-2023","136.14","134.90","136.14","132.92","1.26M","0.96%"
"05-01-2023","134.84","134.92","136.26","133.98","1.06M","-0.33%"
"04-01-2023","135.28","132.74","135.54","131.80","1.52M","3.31%"
"03-01-2023","130.94","131.06","132.62","130.44","1.43M","0.86%"
"02-01-2023","129.82","129.84","130.58","129.34","837.71K","0.14%"
"30-12-2022","129.64","129.26","130.34","129.00","579.34K","-0.61%"
"29-12-2022","130.44","127.90","130.46","127.80","637.45K","1.57%"
"28-12-2022","128.42","130.04","130.08","128.20","544.62K","-0.85%"
"27-12-2022","129.52","129.78","130.00","128.88","406.72K","0.76%"
"23-12-2022","128.54","128.78","129.76","127.94","569.67K","-0.02%"
"22-12-2022","128.56","129.98","130.92","128.04","834.80K","-1.03%"
"21-12-2022","129.90","128.06","129.96","127.74","863.57K","1.66%"
"20-12-2022","127.78","126.76","128.02","125.90","1.06M","-0.19%"
"19-12-2022","128.02","127.32","128.20","126.76","1.11M","0.74%"
"16-12-2022","127.08","127.80","128.70","126.08","3.47M","-0.35%"
"15-12-2022","127.52","131.88","132.12","126.36","2.57M","-4.13%"
"14-12-2022","133.02","134.34","135.18","132.60","1.61M","-1.36%"
"13-12-2022","134.86","134.66","137.04","134.48","1.89M","0.42%"
"12-12-2022","134.30","131.98","134.30","131.44","1.38M","0.64%"
"09-12-2022","133.44","132.46","133.44","131.42","1.27M","1.09%"
"08-12-2022","132.00","133.10","133.42","131.80","1.09M","-0.68%"
"07-12-2022","132.90","132.80","134.06","131.82","1.43M","-0.64%"
"06-12-2022","133.76","134.94","135.30","133.46","1.34M","-1.24%"
"05-12-2022","135.44","134.10","135.78","133.84","1.23M","0.55%"
"02-12-2022","134.70","133.62","134.94","132.24","1.49M","0.78%"
"01-12-2022","133.66","132.96","134.12","131.80","1.39M","1.86%"
"30-11-2022","131.22","133.50","134.86","130.56","2.57M","-1.40%"
"29-11-2022","133.08","131.80","133.48","131.48","1.37M","1.17%"
"28-11-2022","131.54","131.12","133.24","131.04","1.61M","-0.39%"
"25-11-2022","132.06","130.92","132.20","130.26","1.22M","0.84%"
"24-11-2022","130.96","130.50","132.00","130.20","635.11K","0.21%"
"23-11-2022","130.68","130.88","131.56","129.98","1.19M","0.00%"
"22-11-2022","130.68","129.00","131.26","128.14","1.30M","1.22%"
"21-11-2022","129.10","131.60","131.88","127.40","","-2.57%"
"18-11-2022","132.50","130.54","132.90","129.56","3.34M","2.25%"
"17-11-2022","129.58","127.10","131.84","127.10","3.82M","6.98%"
"16-11-2022","121.12","123.24","123.30","120.94","1.63M","-1.62%"
"15-11-2022","123.12","123.94","124.00","120.72","1.80M","0.21%"
"14-11-2022","122.86","123.00","124.04","121.18","1.60M","0.21%"
"11-11-2022","122.60","121.40","123.14","121.06","1.82M","1.57%"
"10-11-2022","120.70","115.76","122.18","114.96","2.57M","4.27%"
"09-11-2022","115.76","116.28","117.60","115.34","1.14M","-0.67%"
"08-11-2022","116.54","114.42","116.86","113.48","949.52K","1.73%"
"07-11-2022","114.56","112.34","114.56","112.22","1.21M","1.34%"
"04-11-2022","113.04","108.86","113.72","108.86","1.56M","4.57%"
"03-11-2022","108.10","109.00","109.72","106.90","1.20M","-2.01%"
"02-11-2022","110.32","112.80","112.92","110.32","1.35M","-1.76%"
"01-11-2022","112.30","111.54","113.76","111.42","1.19M","1.50%"
"31-10-2022","110.64","112.18","112.18","110.60","973.96K","-0.72%"
"28-10-2022","111.44","111.00","112.60","109.78","1.21M","-0.68%"
"27-10-2022","112.20","111.64","112.76","110.26","1.37M","-0.14%"
"26-10-2022","112.36","111.28","112.46","110.86","1.13M","1.01%"
"25-10-2022","111.24","111.20","111.78","108.40","1.28M","1.27%"
"24-10-2022","109.84","108.52","110.92","107.10","1.35M","2.81%"
"21-10-2022","106.84","106.60","107.66","104.94","1.80M","-0.98%"
"20-10-2022","107.90","107.60","108.12","106.78","1.16M","-0.07%"
"19-10-2022","107.98","109.00","109.84","107.74","1.06M","-0.31%"
"18-10-2022","108.32","108.62","110.18","108.06","1.52M","1.21%"
"17-10-2022","107.02","104.18","107.62","103.42","1.10M","2.75%"
"14-10-2022","104.16","106.70","107.46","103.84","1.82M","-1.03%"
"13-10-2022","105.24","102.44","105.96","101.58","2.40M","2.73%"
"12-10-2022","102.44","103.06","104.06","101.52","1.42M","-0.64%"
"11-10-2022","103.10","103.34","104.12","101.76","1.47M","-0.75%"
"10-10-2022","103.88","101.52","105.64","101.38","1.37M","1.19%"
"07-10-2022","102.66","104.98","105.84","102.66","1.55M","-2.36%"
"06-10-2022","105.14","105.08","105.60","104.26","1.38M","0.86%"
"05-10-2022","104.24","105.38","106.16","103.28","1.34M","-1.96%"
"04-10-2022","106.32","102.40","106.50","102.12","1.87M","5.35%"
"03-10-2022","100.92","99.04","101.06","97.93","1.41M","-0.28%"
"30-09-2022","101.20","99.38","101.42","98.92","2.02M","2.99%"
"29-09-2022","98.26","99.30","99.30","96.83","1.85M","-1.21%"
"28-09-2022","99.46","96.04","99.58","95.07","2.06M","1.57%"
"27-09-2022","97.92","99.88","100.72","97.92","1.44M","-0.34%"
"26-09-2022","98.25","97.57","100.06","97.51","1.37M","-0.39%"
"23-09-2022","98.63","99.26","99.78","96.81","1.94M","-0.43%"
"22-09-2022","99.06","98.00","101.44","97.95","1.56M","-1.82%"
"21-09-2022","100.90","98.47","100.90","97.95","1.58M","1.54%"
"20-09-2022","99.37","101.00","101.78","99.18","1.73M","-1.61%"
"19-09-2022","101.00","99.98","101.80","99.00","1.24M","0.86%"
"16-09-2022","100.14","100.64","101.34","99.82","3.82M","-1.84%"
"15-09-2022","102.02","103.08","103.44","101.68","1.52M","-0.68%"
"14-09-2022","102.72","103.62","104.34","101.80","1.55M","-1.76%"
"13-09-2022","104.56","108.44","108.82","104.54","1.43M","-2.81%"
"12-09-2022","107.58","105.70","108.74","105.16","1.34M","2.46%"
"09-09-2022","105.00","102.76","105.62","102.76","1.39M","1.82%"
"08-09-2022","103.12","104.86","105.90","101.48","1.68M","-1.28%"
"07-09-2022","104.46","101.44","105.08","101.10","1.59M","0.91%"
"06-09-2022","103.52","102.22","104.32","102.06","1.46M","1.43%"
"05-09-2022","102.06","100.40","102.48","100.08","1.58M","-2.69%"
"02-09-2022","104.88","101.18","104.88","100.80","1.93M","5.28%"
"01-09-2022","99.62","100.32","100.58","98.45","1.60M","-1.44%"
"31-08-2022","101.08","104.24","104.32","101.08","1.92M","-2.56%"
"30-08-2022","103.74","102.34","106.50","102.28","1.29M","1.49%"
"29-08-2022","102.22","101.82","103.68","100.92","1.06M","-0.66%"
"26-08-2022","102.90","105.94","107.08","102.44","1.46M","-2.26%"
"25-08-2022","105.28","105.98","106.62","104.40","1.00M","0.40%"
"24-08-2022","104.86","104.40","105.10","102.50","1.13M","1.61%"
"23-08-2022","103.20","102.86","104.30","102.50","1.20M","-0.48%"
"22-08-2022","103.70","107.36","108.12","102.86","1.93M","-4.16%"
"19-08-2022","108.20","109.08","110.26","107.70","1.87M","-1.87%"
"18-08-2022","110.26","108.94","111.38","108.94","1.20M","1.49%"
"17-08-2022","108.64","111.46","112.50","108.24","1.35M","-3.03%"
"16-08-2022","112.04","111.68","112.56","110.72","1.08M","-0.14%"
"15-08-2022","112.20","111.90","112.70","110.96","1.09M","0.32%"
"12-08-2022","111.84","109.90","112.66","109.68","1.78M","1.75%"
"11-08-2022","109.92","108.84","111.16","106.80","2.13M","0.68%"
"10-08-2022","109.18","106.00","109.42","105.54","1.45M","2.50%"
"09-08-2022","106.52","108.62","109.24","106.26","1.51M","-2.63%"
"08-08-2022","109.40","109.60","110.80","108.76","891.54K","0.70%"
"05-08-2022","108.64","109.12","110.16","108.54","1.18M","-0.57%"
"04-08-2022","109.26","108.04","110.44","107.80","961.64K","1.60%"
"03-08-2022","107.54","105.24","107.64","104.28","1.24M","1.07%"
"02-08-2022","106.40","106.44","106.80","105.40","1.22M","-0.58%"
"01-08-2022","107.02","108.30","108.52","106.86","1.11M","-1.40%"
"29-07-2022","108.54","107.00","108.96","106.78","1.52M","2.30%"
"28-07-2022","106.10","105.30","106.60","104.88","1.14M","1.51%"
"27-07-2022","104.52","103.50","105.16","103.46","1.10M","1.63%"
"26-07-2022","102.84","103.88","104.10","102.16","1.29M","-1.49%"
"25-07-2022","104.40","104.16","105.96","103.38","1.28M","-0.97%"
"22-07-2022","105.42","106.48","107.04","104.42","1.57M","-1.61%"
"21-07-2022","107.14","106.96","108.24","105.42","1.38M","0.26%"
"20-07-2022","106.86","106.52","107.56","104.92","1.89M","1.02%"
"19-07-2022","105.78","99.72","106.54","99.60","2.22M","4.53%"
"18-07-2022","101.20","101.08","102.34","100.70","1.62M","1.10%"
"15-07-2022","100.10","96.18","100.62","96.06","2.19M","4.42%"
"14-07-2022","95.86","95.78","97.76","94.58","1.96M","-0.26%"
"13-07-2022","96.11","96.40","97.65","94.38","1.72M","-1.56%"
"12-07-2022","97.63","95.91","97.63","94.39","1.97M","0.86%"
"11-07-2022","96.80","96.90","98.36","95.80","1.56M","-3.04%"
"08-07-2022","99.84","97.73","101.52","96.73","1.74M","2.18%"
"07-07-2022","97.71","96.59","98.14","96.35","1.46M","1.73%"
"06-07-2022","96.05","95.19","97.24","95.10","1.68M","2.46%"
"05-07-2022","93.74","98.00","99.82","93.67","2.40M","-3.68%"
"04-07-2022","97.32","97.07","98.51","96.42","1.34M","1.37%"
"01-07-2022","96.00","95.22","97.52","95.01","2.30M","-1.12%"
"30-06-2022","97.09","99.26","99.52","96.28","3.58M","-4.25%"
"29-06-2022","101.40","102.52","103.16","100.82","1.66M","-2.63%"
"28-06-2022","104.14","105.24","106.54","103.90","1.53M","0.00%"
"27-06-2022","104.14","102.98","106.04","102.82","1.51M","1.48%"
"24-06-2022","102.62","99.49","103.18","99.11","1.89M","3.39%"
"23-06-2022","99.26","100.30","101.54","98.62","1.88M","-2.25%"
"22-06-2022","101.54","101.08","102.66","99.82","1.71M","-1.55%"
"21-06-2022","103.14","104.30","105.64","102.44","1.53M","-0.39%"
"20-06-2022","103.54","104.60","104.64","102.30","1.43M","-0.08%"
"17-06-2022","103.62","103.02","107.26","102.80","5.35M","1.29%"
"16-06-2022","102.30","108.60","108.88","102.12","2.58M","-6.13%"
"15-06-2022","108.98","110.56","110.96","108.58","2.01M","-0.22%"
"14-06-2022","109.22","112.42","112.82","109.22","1.85M","-2.13%"
"13-06-2022","111.60","112.02","113.66","111.02","2.01M","-3.04%"
"10-06-2022","115.10","120.80","121.22","115.06","2.28M","-5.41%"
"09-06-2022","121.68","122.98","124.44","121.32","1.41M","-2.00%"
"08-06-2022","124.16","125.42","125.66","122.88","1.01M","-0.67%"
"07-06-2022","125.00","125.14","125.70","123.78","1.09M","-0.67%"
"06-06-2022","125.84","125.32","126.24","124.66","883.89K","1.47%"
"03-06-2022","124.02","126.00","126.00","123.92","815.59K","-0.97%"
"02-06-2022","125.24","123.20","125.94","123.08","1.02M","2.17%"
"01-06-2022","122.58","123.58","124.00","121.74","1.50M","0.11%"
"31-05-2022","122.44","124.58","124.72","122.14","2.38M","-1.91%"
"30-05-2022","124.82","125.20","126.46","124.06","1.67M","2.43%"
"27-05-2022","121.86","119.22","122.90","119.22","2.01M","2.82%"
"26-05-2022","118.52","115.20","118.88","115.02","1.46M","3.22%"
"25-05-2022","114.82","115.36","115.70","112.80","1.13M","0.54%"
"24-05-2022","114.20","115.40","116.34","113.96","1.28M","-2.14%"
"23-05-2022","116.70","117.10","118.34","115.20","1.16M","1.41%"
"20-05-2022","115.08","113.80","117.32","113.52","2.29M","2.33%"
"19-05-2022","112.46","112.10","112.46","109.74","1.62M","-1.02%"
"18-05-2022","113.62","116.68","117.00","113.14","1.43M","-2.47%"
"17-05-2022","116.50","114.90","117.42","114.26","1.15M","2.55%"
"16-05-2022","113.60","115.98","116.92","112.02","1.66M","-2.14%"
"13-05-2022","116.08","114.24","116.64","114.00","1.85M","1.91%"
"12-05-2022","113.90","111.00","115.12","108.14","3.12M","-2.48%"
"11-05-2022","116.80","115.16","116.80","113.18","2.07M","1.81%"
"10-05-2022","114.72","113.72","116.96","113.22","1.68M","2.70%"
"09-05-2022","111.70","113.60","114.88","111.64","1.49M","-2.56%"
"06-05-2022","114.64","115.58","116.76","113.82","1.89M","-1.66%"
"05-05-2022","116.58","118.50","120.18","115.94","1.76M","0.69%"
"04-05-2022","115.78","114.50","116.90","113.78","1.53M","1.06%"
"03-05-2022","114.56","115.24","116.66","113.04","1.95M","-0.49%"
"02-05-2022","115.12","116.20","116.90","114.38","1.63M","-2.26%"
"29-04-2022","117.78","117.10","118.80","116.76","1.76M","1.31%"
"28-04-2022","116.26","115.74","117.70","114.64","","1.89%"
"27-04-2022","114.10","112.80","114.50","111.50","2.05M","0.96%"
"26-04-2022","113.02","117.20","117.68","112.78","","-2.55%"
"25-04-2022","115.98","115.88","117.70","114.78","","-1.91%"
"22-04-2022","118.24","120.74","121.70","118.24","1.66M","-3.87%"
"21-04-2022","123.00","120.86","124.86","120.12","1.92M","2.71%"
"20-04-2022","119.76","116.74","120.72","115.98","1.67M","2.25%"
"19-04-2022","117.12","116.06","117.62","114.90","1.30M","0.10%"
"14-04-2022","117.00","117.30","117.32","115.08","1.95M","0.62%"
"13-04-2022","116.28","115.32","116.64","114.66","1.56M","-0.31%"
"12-04-2022","116.64","114.64","117.24","113.44","1.92M","0.38%"
"11-04-2022","116.20","116.78","118.58","116.06","1.59M","-1.61%"
"08-04-2022","118.10","118.10","118.96","116.88","1.59M","1.85%"
"07-04-2022","115.96","117.98","118.00","115.54","2.20M","-1.73%"
"06-04-2022","118.00","121.02","121.74","116.76","2.25M","-3.28%"
"05-04-2022","122.00","124.42","125.48","121.06","1.88M","-2.96%"
"04-04-2022","125.72","126.44","126.70","123.46","1.48M","-0.77%"
"01-04-2022","126.70","126.36","127.00","125.10","1.44M","0.83%"
"31-03-2022","125.66","131.06","131.70","125.66","2.43M","-3.35%"
"30-03-2022","130.02","133.02","133.58","129.68","1.59M","-3.30%"
"29-03-2022","134.46","131.24","135.56","130.94","1.73M","4.07%"
"28-03-2022","129.20","128.40","132.10","128.40","1.71M","0.64%"
"25-03-2022","128.38","130.18","130.70","127.32","1.38M","-1.34%"
"24-03-2022","130.12","131.08","131.72","129.52","1.72M","-0.67%"
"23-03-2022","131.00","133.08","134.06","129.38","1.62M","-1.65%"
"22-03-2022","133.20","132.78","134.86","132.56","1.63M","0.09%"
"21-03-2022","133.08","135.60","136.18","131.90","1.71M","-2.18%"
"18-03-2022","136.04","136.02","136.28","132.18","4.27M","1.11%"
"17-03-2022","134.54","136.30","138.08","132.44","2.00M","-1.25%"
"16-03-2022","136.24","132.62","136.42","130.34","3.12M","6.14%"
"15-03-2022","128.36","127.50","129.24","124.80","2.14M","-0.62%"
"14-03-2022","129.16","129.68","132.40","128.20","2.31M","1.48%"
"11-03-2022","127.28","123.74","129.92","123.16","3.26M","3.41%"
"10-03-2022","123.08","126.60","127.22","122.00","2.76M","-3.63%"
"09-03-2022","127.72","120.26","127.72","118.88","4.70M","10.58%"
"08-03-2022","115.50","111.38","118.50","111.38","3.81M","1.51%"
"07-03-2022","113.78","107.90","116.60","105.92","4.55M","0.49%"
"04-03-2022","113.22","119.52","120.74","113.00","3.62M","-6.91%"
"03-03-2022","121.62","124.34","125.64","121.10","1.96M","-1.76%"
"02-03-2022","123.80","118.28","125.38","117.04","2.99M","2.77%"
"01-03-2022","120.46","125.00","126.36","120.46","3.01M","-4.89%"
"28-02-2022","126.66","125.90","127.38","123.34","2.99M","-2.36%"
"25-02-2022","129.72","125.24","129.72","123.38","3.42M","4.46%"
"24-02-2022","124.18","123.24","126.30","120.84","5.17M","-5.60%"
"23-02-2022","131.54","131.90","134.68","131.18","1.74M","-0.38%"
"22-02-2022","132.04","129.00","133.64","127.80","2.66M","-1.15%"
"21-02-2022","133.58","137.72","138.28","131.68","1.88M","-2.02%"
"18-02-2022","136.34","139.38","139.68","135.28","2.05M","-2.27%"
"17-02-2022","139.50","142.46","143.46","138.96","1.83M","-2.13%"
"16-02-2022","142.54","143.02","144.98","141.90","1.64M","-0.60%"
"15-02-2022","143.40","139.00","143.60","138.64","2.21M","2.80%"
"14-02-2022","139.50","137.96","140.88","135.06","2.76M","-1.37%"
"11-02-2022","141.44","140.68","143.80","140.04","2.55M","-2.24%"
"10-02-2022","144.68","148.00","149.26","144.56","3.75M","4.72%"
"09-02-2022","138.16","136.86","139.58","136.72","1.64M","1.14%"
"08-02-2022","136.60","136.38","137.68","135.86","1.49M","0.74%"
"07-02-2022","135.60","134.06","136.06","133.28","1.46M","2.08%"
"04-02-2022","132.84","137.50","137.98","132.84","2.61M","-2.91%"
"03-02-2022","136.82","139.58","139.80","136.68","2.37M","-2.63%"
"02-02-2022","140.52","141.74","142.42","140.52","1.24M","-0.30%"
"01-02-2022","140.94","141.18","142.94","140.94","1.44M","0.76%"
"31-01-2022","139.88","139.96","142.02","138.98","2.02M","1.11%"
"28-01-2022","138.34","139.68","140.84","136.84","1.80M","-1.54%"
"27-01-2022","140.50","137.82","141.30","137.42","1.77M","-0.52%"
"26-01-2022","141.24","139.80","142.90","139.50","1.64M","1.96%"
"25-01-2022","138.52","139.26","139.38","136.18","2.15M","0.79%"
"24-01-2022","137.44","143.04","144.60","136.56","2.25M","-4.90%"
"21-01-2022","144.52","146.00","146.34","142.84","2.28M","-1.62%"
"20-01-2022","146.90","144.76","147.20","143.70","1.23M","1.77%"
"19-01-2022","144.34","141.80","145.30","141.02","1.40M","1.22%"
"18-01-2022","142.60","145.50","145.68","142.46","1.67M","-2.33%"
"17-01-2022","146.00","147.12","147.74","145.78","1.23M","0.10%"
"14-01-2022","145.86","149.82","150.20","145.60","1.78M","-3.72%"
"13-01-2022","151.50","152.26","152.84","149.72","1.25M","-0.47%"
"12-01-2022","152.22","152.00","153.34","151.26","1.01M","1.28%"
"11-01-2022","150.30","148.72","150.76","148.52","1.29M","1.64%"
"10-01-2022","147.88","152.08","152.26","147.18","1.31M","-2.81%"
"07-01-2022","152.16","153.62","154.12","151.24","1.22M","-1.30%"
"06-01-2022","154.16","155.40","155.94","153.62","1.33M","-2.41%"
"05-01-2022","157.96","155.08","157.96","155.08","1.18M","1.63%"
"04-01-2022","155.42","154.32","156.82","153.40","1.01M","1.11%"
"03-01-2022","153.72","151.82","154.74","151.80","1.05M","0.68%"
"30-12-2021","152.68","151.18","152.68","150.94","881.58K","0.59%"
"29-12-2021","151.78","152.56","152.76","151.20","688.00K","-0.68%"
"28-12-2021","152.82","151.14","153.06","150.40","581.09K","1.34%"
"27-12-2021","150.80","149.24","151.06","149.24","482.42K","0.39%"
"23-12-2021","150.22","148.40","150.22","148.16","795.34K","1.75%"
"22-12-2021","147.64","146.80","147.78","145.84","612.21K","0.72%"
"21-12-2021","146.58","145.90","146.68","144.16","795.53K","1.31%"
"20-12-2021","144.68","144.90","145.70","141.18","1.44M","-2.18%"
"17-12-2021","147.90","149.50","150.04","147.12","2.84M","-1.40%"
"16-12-2021","150.00","151.40","152.22","149.66","1.58M","0.97%"
"15-12-2021","148.56","148.52","149.30","147.96","886.77K","0.84%"
"14-12-2021","147.32","151.08","152.48","147.18","1.11M","-2.15%"
"13-12-2021","150.56","151.20","153.58","150.06","1.16M","-0.32%"
"10-12-2021","151.04","149.70","151.56","149.60","955.83K","0.01%"
"09-12-2021","151.02","152.18","152.88","150.20","800.58K","-0.38%"
"08-12-2021","151.60","153.34","154.70","151.52","1.23M","-0.98%"
"07-12-2021","153.10","149.84","153.40","149.84","1.66M","2.52%"
"06-12-2021","149.34","147.90","149.66","145.78","1.34M","1.91%"
"03-12-2021","146.54","149.90","150.20","146.00","1.78M","-0.85%"
"02-12-2021","147.80","145.76","148.12","145.18","1.74M","-0.15%"
"01-12-2021","148.02","142.70","148.34","142.40","1.55M","4.77%"
"30-11-2021","141.28","142.88","143.84","140.24","4.68M","-2.27%"
"29-11-2021","144.56","147.22","148.14","143.62","1.62M","-0.47%"
"26-11-2021","145.24","148.86","149.54","145.24","2.71M","-5.43%"
"25-11-2021","153.58","153.00","154.00","152.48","799.41K","1.08%"
"24-11-2021","151.94","153.44","154.76","151.12","1.20M","-0.91%"
"23-11-2021","153.34","154.90","155.58","152.84","1.27M","-1.65%"
"22-11-2021","155.92","154.88","156.98","154.54","1.15M","0.46%"
"19-11-2021","155.20","155.28","156.64","154.06","2.54M","0.23%"
"18-11-2021","154.84","155.06","156.14","154.80","1.19M","0.06%"
"17-11-2021","154.74","154.02","156.56","153.24","1.39M","0.74%"
"16-11-2021","153.60","150.40","153.64","149.80","1.35M","2.36%"
"15-11-2021","150.06","146.48","150.16","145.20","1.35M","1.12%"
"12-11-2021","148.40","151.06","151.30","147.20","1.99M","-1.83%"
"11-11-2021","151.16","147.74","152.42","145.70","2.61M","2.86%"
"10-11-2021","146.96","145.80","147.10","145.52","936.38K","0.86%"
"09-11-2021","145.70","145.58","147.40","145.44","954.12K","-0.31%"
"08-11-2021","146.16","144.58","146.74","144.50","991.56K","0.40%"
"05-11-2021","145.58","145.00","145.82","143.12","1.35M","-0.25%"
"04-11-2021","145.94","144.00","146.56","143.56","1.19M","1.22%"
"03-11-2021","144.18","144.82","145.28","143.58","1.04M","-0.57%"
"02-11-2021","145.00","140.78","145.40","140.50","1.44M","3.03%"
"01-11-2021","140.74","140.92","141.76","140.16","790.98K","0.33%"
"29-10-2021","140.28","138.52","140.38","135.96","1.79M","0.31%"
"28-10-2021","139.84","139.90","140.42","138.94","1.04M","-0.61%"
"27-10-2021","140.70","140.70","143.44","140.24","1.01M","-0.47%"
"26-10-2021","141.36","139.36","141.88","139.16","924.30K","1.68%"
"25-10-2021","139.02","139.86","140.26","138.02","944.15K","-0.39%"
"22-10-2021","139.56","138.56","140.30","137.94","1.29M","0.71%"
"21-10-2021","138.58","140.94","140.94","137.90","1.32M","-2.48%"
"20-10-2021","142.10","140.90","143.26","140.60","1.02M","1.04%"
"19-10-2021","140.64","140.32","140.64","138.74","836.64K","0.56%"
"18-10-2021","139.86","141.00","141.08","138.92","885.92K","-0.99%"
"15-10-2021","141.26","140.00","141.26","139.10","1.52M","0.14%"
"14-10-2021","141.06","138.06","141.36","137.54","1.15M","3.05%"
"13-10-2021","136.88","135.56","137.74","135.02","951.49K","0.54%"
"12-10-2021","136.14","134.24","136.44","133.88","899.22K","-0.18%"
"11-10-2021","136.38","137.42","137.66","135.46","1.12M","-0.93%"
"08-10-2021","137.66","137.90","138.48","136.78","989.99K","-0.07%"
"07-10-2021","137.76","137.00","137.76","135.80","1.33M","1.91%"
"06-10-2021","135.18","136.78","136.78","133.70","1.43M","-1.94%"
"05-10-2021","137.86","135.88","138.18","134.58","1.10M","1.47%"
"04-10-2021","135.86","137.02","138.56","135.64","1.16M","-1.34%"
"01-10-2021","137.70","138.98","140.56","136.86","2.01M","-2.97%"
"30-09-2021","141.92","144.46","144.62","141.20","1.61M","-1.05%"
"29-09-2021","143.42","144.26","144.98","142.86","1.09M","0.20%"
"28-09-2021","143.14","147.12","147.28","142.42","1.48M","-2.81%"
"27-09-2021","147.28","150.32","150.70","146.46","843.67K","-0.46%"
"24-09-2021","147.96","149.60","149.92","147.92","1.10M","-1.53%"
"23-09-2021","150.26","151.02","151.84","149.30","1.26M","0.44%"
"22-09-2021","149.60","147.30","149.78","147.30","1.32M","2.45%"
"21-09-2021","146.02","143.78","146.28","143.74","1.43M","2.85%"
"20-09-2021","141.98","146.48","146.74","141.10","2.22M","-5.04%"
"17-09-2021","149.52","150.82","151.86","148.06","5.28M","-0.17%"
"16-09-2021","149.78","147.78","150.72","147.28","1.80M","2.09%"
"15-09-2021","146.72","147.32","148.08","145.80","1.30M","-0.76%"
"14-09-2021","147.84","146.00","148.46","145.60","1.53M","0.89%"
"13-09-2021","146.54","146.50","148.12","146.34","1.37M","0.31%"
"10-09-2021","146.08","143.60","146.88","143.40","1.33M","1.91%"
"09-09-2021","143.34","139.58","144.18","139.10","1.42M","1.69%"
"08-09-2021","140.96","145.68","145.68","140.12","2.09M","-3.50%"
"07-09-2021","146.08","146.12","147.58","145.48","1.21M","-0.49%"
"06-09-2021","146.80","142.92","146.80","142.76","1.25M","2.96%"
"03-09-2021","142.58","142.00","144.50","140.98","1.44M","0.61%"
"02-09-2021","141.72","140.00","141.92","139.16","949.82K","1.78%"
"01-09-2021","139.24","140.56","141.28","137.74","1.19M","-1.14%"
"31-08-2021","140.84","141.82","143.44","139.60","1.94M","-0.41%"
"30-08-2021","141.42","140.46","141.58","140.12","576.94K","0.53%"
"27-08-2021","140.68","138.86","140.68","137.94","810.18K","1.16%"
"26-08-2021","139.06","138.18","139.36","137.52","900.52K","0.09%"
"25-08-2021","138.94","140.10","140.20","138.56","658.82K","-0.86%"
"24-08-2021","140.14","140.44","140.72","139.58","743.23K","0.40%"
"23-08-2021","139.58","140.00","140.32","138.40","717.46K","0.72%"
