"Date","Price","Open","High","Low","Vol.","Change %"
"24-07-2024","193.820","195.560","196.420","193.160","2.11M","-1.48%"
"23-07-2024","196.740","193.900","196.980","192.880","2.57M","7.15%"
"22-07-2024","183.620","181.200","184.420","180.580","1.19M","1.17%"
"19-07-2024","181.500","180.920","181.760","178.860","2.04M","0.51%"
"18-07-2024","180.580","183.500","184.380","180.260","1.49M","-1.46%"
"17-07-2024","183.260","185.880","187.440","183.260","1.09M","-2.12%"
"16-07-2024","187.220","187.220","188.360","186.440","796.67K","-0.29%"
"15-07-2024","187.760","188.680","189.660","187.620","850.87K","-0.52%"
"12-07-2024","188.740","186.280","189.240","185.440","1.40M","1.22%"
"11-07-2024","186.460","186.300","188.480","184.100","1.05M","0.36%"
"10-07-2024","185.800","185.560","186.960","184.900","895.27K","0.56%"
"09-07-2024","184.760","186.700","188.120","184.580","1.18M","-1.64%"
"08-07-2024","187.840","190.000","190.980","187.740","1.06M","-0.66%"
"05-07-2024","189.080","188.040","190.840","187.960","1.00M","1.10%"
"04-07-2024","187.020","188.880","189.140","186.600","508.67K","-0.34%"
"03-07-2024","187.660","185.840","187.800","185.500","1.24M","1.33%"
"02-07-2024","185.200","186.000","186.700","182.340","1.06M","-0.26%"
"01-07-2024","185.680","188.700","189.400","185.120","1.49M","-2.03%"
"28-06-2024","189.520","188.100","190.960","187.340","1.96M","1.11%"
"27-06-2024","187.440","185.500","187.860","185.480","1.48M","0.76%"
"26-06-2024","186.020","184.000","187.560","183.980","1.86M","2.37%"
"25-06-2024","181.720","179.400","181.720","177.640","1.24M","1.26%"
"24-06-2024","179.460","180.940","181.760","177.840","1.43M","-0.88%"
"21-06-2024","181.060","179.200","181.480","179.120","5.12M","0.76%"
"20-06-2024","179.700","177.040","179.700","177.040","2.45M","1.94%"
"19-06-2024","176.280","175.600","176.380","174.700","757.51K","0.16%"
"18-06-2024","176.000","176.500","177.160","174.760","1.47M","0.14%"
"17-06-2024","175.760","175.760","177.480","175.560","1.42M","0.56%"
"14-06-2024","174.780","178.980","180.460","174.780","2.25M","-1.80%"
"13-06-2024","177.980","181.500","183.160","177.980","1.93M","-1.89%"
"12-06-2024","181.400","177.020","181.400","175.960","1.90M","3.42%"
"11-06-2024","175.400","176.460","176.820","173.840","1.42M","-0.80%"
"10-06-2024","176.820","176.880","177.220","175.360","1.03M","-0.30%"
"07-06-2024","177.360","177.500","178.260","175.700","1.22M","-0.20%"
"06-06-2024","177.720","176.020","180.240","176.000","2.09M","3.61%"
"05-06-2024","171.520","170.000","171.820","169.080","1.35M","1.73%"
"04-06-2024","168.600","168.520","170.440","167.660","1.59M","0.20%"
"03-06-2024","168.260","169.740","169.820","166.960","1.53M","1.39%"
"31-05-2024","165.960","165.460","168.020","165.260","3.85M","-1.55%"
"30-05-2024","168.580","171.080","171.700","168.200","2.40M","-4.12%"
"29-05-2024","175.820","178.400","178.640","174.900","1.30M","-0.79%"
"28-05-2024","177.220","180.580","181.640","176.640","1.14M","-1.77%"
"27-05-2024","180.420","179.420","180.540","178.700","490.36K","0.20%"
"24-05-2024","180.060","178.660","180.920","178.100","1.20M","-0.72%"
"23-05-2024","181.360","180.520","182.320","179.980","1.35M","1.14%"
"22-05-2024","179.320","179.240","179.760","178.680","966.50K","-0.38%"
"21-05-2024","180.000","179.900","180.580","178.900","1.51M","0.35%"
"20-05-2024","179.380","176.920","179.420","176.920","684.23K","1.33%"
"17-05-2024","177.020","175.700","177.100","174.240","1.77M","0.16%"
"16-05-2024","176.740","176.780","177.500","175.400","1.69M","0.36%"
"15-05-2024","176.100","175.380","176.480","174.560","1.29M","0.81%"
"14-05-2024","174.680","176.460","176.520","173.920","1.12M","-1.13%"
"13-05-2024","176.680","176.040","177.020","175.720","804.98K","0.35%"
"10-05-2024","176.060","177.680","178.160","175.340","1.41M","-0.97%"
"09-05-2024","177.780","176.140","177.880","175.720","1.18M","0.75%"
"08-05-2024","176.460","174.680","176.880","174.540","1.52M","1.20%"
"07-05-2024","174.360","172.220","174.720","171.040","1.18M","1.68%"
"06-05-2024","171.480","170.240","171.500","169.380","742.06K","0.45%"
"03-05-2024","170.720","169.780","171.180","169.240","996.64K","1.29%"
"02-05-2024","168.540","169.180","169.740","167.580","1.21M","-0.68%"
"30-04-2024","169.700","171.160","171.420","169.560","1.88M","-1.00%"
"29-04-2024","171.420","173.960","174.340","171.360","984.22K","-1.48%"
"26-04-2024","174.000","172.500","174.760","172.480","1.50M","2.23%"
"25-04-2024","170.200","174.880","174.880","168.480","2.27M","-3.05%"
"24-04-2024","175.560","175.180","177.500","175.160","2.20M","0.40%"
"23-04-2024","174.860","174.180","174.860","171.220","2.60M","5.27%"
"22-04-2024","166.100","165.460","167.080","163.820","1.55M","0.18%"
"19-04-2024","165.800","166.320","168.240","164.800","2.62M","-2.00%"
"18-04-2024","169.180","169.320","169.420","167.440","1.29M","0.25%"
"17-04-2024","168.760","169.600","171.120","168.760","1.50M","-0.95%"
"16-04-2024","170.380","168.780","171.360","167.160","1.61M","-0.75%"
"15-04-2024","171.660","170.900","173.460","170.820","1.16M","0.35%"
"12-04-2024","171.060","173.000","174.220","169.920","1.86M","-0.09%"
"11-04-2024","171.220","171.180","171.500","169.560","1.90M","-0.05%"
"10-04-2024","171.300","173.140","173.340","169.080","1.65M","-0.65%"
"09-04-2024","172.420","176.380","176.740","172.420","1.53M","-2.71%"
"08-04-2024","177.220","176.700","178.260","176.040","1.02M","-0.11%"
"05-04-2024","177.420","175.400","177.960","174.780","2.10M","-0.34%"
"04-04-2024","178.020","177.920","178.460","176.340","1.13M","-0.11%"
"03-04-2024","178.220","178.320","179.520","176.560","1.50M","0.66%"
"02-04-2024","177.060","181.000","181.920","177.060","1.84M","-1.88%"
"28-03-2024","180.460","181.820","181.860","179.100","1.70M","-0.87%"
"27-03-2024","182.040","182.000","184.480","181.460","1.49M","-0.31%"
"26-03-2024","182.600","180.840","183.180","180.520","1.47M","1.03%"
"25-03-2024","180.740","180.180","180.980","177.920","1.19M","0.26%"
"22-03-2024","180.280","179.560","180.300","178.880","1.57M","-0.16%"
"21-03-2024","180.560","175.000","180.560","174.340","2.66M","4.05%"
"20-03-2024","173.540","174.840","175.020","173.180","895.43K","0.17%"
"19-03-2024","173.240","172.000","173.500","170.680","1.34M","0.59%"
"18-03-2024","172.220","173.800","173.860","171.720","1.39M","0.17%"
"15-03-2024","171.920","174.000","175.940","171.920","7.93M","-1.70%"
"14-03-2024","174.900","175.680","176.180","174.340","1.64M","-0.35%"
"13-03-2024","175.520","176.640","176.880","174.840","1.55M","-0.84%"
"12-03-2024","177.000","175.800","177.180","173.500","1.62M","2.01%"
"11-03-2024","173.520","175.200","176.160","172.320","1.96M","-1.93%"
"08-03-2024","176.940","177.700","177.900","176.500","1.43M","-0.47%"
"07-03-2024","177.780","174.700","178.480","174.700","1.63M","1.43%"
"06-03-2024","175.280","173.400","175.400","173.200","1.77M","1.04%"
"05-03-2024","173.480","175.060","176.400","173.480","1.37M","-0.99%"
"04-03-2024","175.220","174.620","175.860","173.880","1.16M","1.08%"
"01-03-2024","173.340","174.160","174.920","171.660","1.78M","0.27%"
"29-02-2024","172.880","171.980","173.600","171.520","2.28M","0.44%"
"28-02-2024","172.120","174.140","174.540","171.920","1.39M","-1.53%"
"27-02-2024","174.800","173.480","175.060","172.940","1.77M","1.04%"
"26-02-2024","173.000","169.500","173.400","169.260","1.97M","1.88%"
"23-02-2024","169.800","167.400","170.080","167.300","1.72M","1.54%"
"22-02-2024","167.220","165.520","168.040","164.700","1.98M","3.04%"
"21-02-2024","162.280","163.000","163.500","161.680","1.09M","-0.48%"
"20-02-2024","163.060","164.100","164.540","162.440","973.70K","-0.72%"
"19-02-2024","164.240","163.580","164.900","163.420","645.85K","-0.51%"
"16-02-2024","165.080","165.000","165.420","163.460","1.71M","0.43%"
"15-02-2024","164.380","167.340","167.400","163.620","1.09M","-0.30%"
"14-02-2024","164.880","162.900","165.220","162.780","1.18M","1.30%"
"13-02-2024","162.760","166.140","166.140","160.440","2.06M","-2.98%"
"12-02-2024","167.760","167.900","168.680","166.460","1.23M","-0.33%"
"09-02-2024","168.320","167.600","169.080","166.920","1.48M","0.19%"
"08-02-2024","168.000","168.760","169.400","167.060","1.21M","0.00%"
"07-02-2024","168.000","166.300","168.120","165.740","1.54M","0.96%"
"06-02-2024","166.400","164.880","167.740","164.840","1.50M","1.14%"
"05-02-2024","164.520","163.420","164.640","163.000","1.13M","0.54%"
"02-02-2024","163.640","165.000","165.940","162.520","2.04M","0.83%"
"01-02-2024","162.300","161.960","162.340","159.840","1.47M","0.93%"
"31-01-2024","160.800","161.580","162.440","160.240","2.02M","-1.00%"
"30-01-2024","162.420","162.040","163.080","161.620","1.41M","0.26%"
"29-01-2024","162.000","159.400","162.200","159.380","1.67M","1.25%"
"26-01-2024","160.000","158.100","160.380","157.740","2.55M","-0.47%"
"25-01-2024","160.760","159.680","162.420","157.660","3.41M","0.00%"
"24-01-2024","160.760","159.780","161.980","157.340","5.27M","7.63%"
"23-01-2024","149.360","150.000","150.180","147.860","1.45M","-0.65%"
"22-01-2024","150.340","149.100","150.340","149.000","1.74M","0.98%"
"19-01-2024","148.880","147.500","149.180","147.220","1.96M","1.10%"
"18-01-2024","147.260","145.500","147.500","144.840","1.35M","1.68%"
"17-01-2024","144.820","143.660","144.820","143.360","1.36M","0.17%"
"16-01-2024","144.580","144.100","144.720","143.260","966.32K","0.01%"
"15-01-2024","144.560","144.140","145.120","143.940","732.44K","-0.21%"
"12-01-2024","144.860","142.520","144.860","142.520","1.16M","2.10%"
"11-01-2024","141.880","142.440","143.740","141.880","1.35M","-0.11%"
"10-01-2024","142.040","139.880","142.100","139.660","1.62M","1.98%"
"09-01-2024","139.280","139.040","139.840","137.420","1.04M","0.36%"
"08-01-2024","138.780","136.980","139.000","136.960","992.58K","1.24%"
"05-01-2024","137.080","134.820","137.580","134.420","1.17M","0.47%"
"04-01-2024","136.440","136.920","137.760","136.180","1.11M","-0.50%"
"03-01-2024","137.120","136.980","138.620","136.600","1.31M","-0.16%"
"02-01-2024","137.340","140.000","140.700","136.600","1.44M","-1.53%"
"29-12-2023","139.480","139.660","140.200","139.380","539.50K","-0.11%"
"28-12-2023","139.640","140.100","140.520","139.420","925.87K","-0.14%"
"27-12-2023","139.840","138.900","140.320","138.560","1.07M","1.16%"
"22-12-2023","138.240","138.400","138.500","137.320","1.19M","0.48%"
"21-12-2023","137.580","139.000","139.000","135.460","1.72M","-1.16%"
"20-12-2023","139.200","140.580","141.040","139.060","1.74M","-1.46%"
"19-12-2023","141.260","142.400","142.840","141.100","1.95M","0.04%"
"18-12-2023","141.200","141.480","141.960","140.760","1.30M","-0.20%"
"15-12-2023","141.480","142.480","142.880","140.800","7.15M","-0.74%"
"14-12-2023","142.540","146.960","147.440","141.240","3.44M","-2.70%"
"13-12-2023","146.500","147.180","148.140","146.100","1.96M","-0.56%"
"12-12-2023","147.320","146.100","147.420","144.800","2.03M","-0.01%"
"11-12-2023","147.340","147.900","148.480","145.560","2.57M","-0.57%"
"08-12-2023","148.180","146.780","148.180","146.520","1.87M","0.73%"
"07-12-2023","147.100","146.320","147.320","146.100","1.32M","-0.03%"
"06-12-2023","147.140","147.800","149.120","146.860","1.99M","0.00%"
"05-12-2023","147.140","146.240","147.280","146.140","1.68M","0.56%"
"04-12-2023","146.320","145.660","147.360","145.280","1.90M","-0.26%"
"01-12-2023","146.700","146.420","146.720","145.580","1.88M","0.84%"
"30-11-2023","145.480","145.000","146.620","144.600","3.86M","0.65%"
"29-11-2023","144.540","142.900","144.960","142.760","1.56M","1.40%"
"28-11-2023","142.540","141.100","142.580","140.980","1.14M","0.66%"
"27-11-2023","141.600","140.720","141.880","140.420","1.30M","0.37%"
"24-11-2023","141.080","141.600","141.860","140.540","1.39M","-1.00%"
"23-11-2023","142.500","140.760","142.540","140.760","1.48M","0.95%"
"22-11-2023","141.160","139.780","142.080","139.720","1.90M","1.23%"
"21-11-2023","139.440","139.520","140.500","139.120","1.77M","-0.34%"
"20-11-2023","139.920","137.220","140.100","137.160","2.04M","1.97%"
"17-11-2023","137.220","136.640","137.760","136.560","1.85M","0.57%"
"16-11-2023","136.440","136.680","137.500","136.440","1.43M","-0.60%"
"15-11-2023","137.260","135.620","137.260","135.220","1.47M","0.73%"
"14-11-2023","136.260","135.120","137.320","134.500","2.06M","0.62%"
"13-11-2023","135.420","134.840","135.420","134.360","1.31M","0.42%"
"10-11-2023","134.860","133.900","135.120","133.600","1.37M","0.10%"
"09-11-2023","134.720","132.520","134.720","132.240","1.36M","1.16%"
"08-11-2023","133.180","131.260","133.180","130.860","1.95M","1.08%"
"07-11-2023","131.760","129.000","132.380","128.780","1.57M","2.36%"
"06-11-2023","128.720","128.980","129.300","128.420","1.11M","-0.43%"
"03-11-2023","129.280","129.480","129.900","128.180","1.79M","-0.65%"
"02-11-2023","130.120","128.480","130.840","128.280","1.86M","1.80%"
"01-11-2023","127.820","127.100","128.320","126.100","1.12M","0.85%"
"31-10-2023","126.740","125.740","126.760","125.200","1.28M","0.91%"
"30-10-2023","125.600","125.220","126.100","124.860","1.10M","0.46%"
"27-10-2023","125.020","125.260","125.640","124.280","1.35M","0.19%"
"26-10-2023","124.780","123.000","125.680","122.820","1.60M","-0.18%"
"25-10-2023","125.000","125.500","125.980","124.540","1.22M","-0.60%"
"24-10-2023","125.760","124.040","125.960","123.640","1.59M","1.48%"
"23-10-2023","123.920","123.800","124.660","122.460","1.39M","0.00%"
"20-10-2023","123.920","125.100","126.160","123.860","2.97M","-2.64%"
"19-10-2023","127.280","125.440","129.760","125.200","3.32M","5.07%"
"18-10-2023","121.140","122.760","123.000","121.100","1.90M","-1.77%"
"17-10-2023","123.320","123.100","124.200","121.700","1.36M","0.54%"
"16-10-2023","122.660","123.000","123.520","121.940","1.47M","0.39%"
"13-10-2023","122.180","125.200","125.520","121.840","1.94M","-2.75%"
"12-10-2023","125.640","125.200","126.140","124.980","1.14M","0.64%"
"11-10-2023","124.840","123.800","124.840","123.640","1.40M","0.55%"
"10-10-2023","124.160","123.180","124.340","122.240","1.59M","1.57%"
"09-10-2023","122.240","123.100","123.200","121.740","1.21M","-1.07%"
"06-10-2023","123.560","122.260","123.560","121.460","1.56M","1.16%"
"05-10-2023","122.140","122.220","122.860","121.740","1.14M","0.11%"
"04-10-2023","122.000","121.660","123.120","121.280","1.50M","-0.25%"
"03-10-2023","122.300","122.560","123.720","121.820","1.21M","-0.46%"
"02-10-2023","122.860","123.100","123.840","122.200","1.55M","0.03%"
"29-09-2023","122.820","121.760","124.140","121.700","1.83M","1.10%"
"28-09-2023","121.480","121.160","122.120","120.260","1.44M","0.18%"
"27-09-2023","121.260","121.220","122.320","120.800","1.87M","0.23%"
"26-09-2023","120.980","122.700","123.360","120.480","2.61M","-2.76%"
"25-09-2023","124.420","124.900","125.300","123.280","1.96M","-0.51%"
"22-09-2023","125.060","122.900","125.060","122.380","2.26M","0.82%"
"21-09-2023","124.040","124.680","125.520","123.840","2.59M","-1.13%"
"20-09-2023","125.460","126.480","127.040","124.680","1.30M","-0.29%"
"19-09-2023","125.820","126.160","126.360","125.220","1.03M","-0.68%"
"18-09-2023","126.680","126.600","127.200","125.900","977.04K","-0.42%"
"15-09-2023","127.220","128.240","129.240","126.500","6.52M","-0.14%"
"14-09-2023","127.400","126.800","127.700","125.780","2.12M","0.68%"
"13-09-2023","126.540","125.800","126.700","125.480","1.30M","-0.05%"
"12-09-2023","126.600","127.800","127.800","124.840","2.24M","-1.78%"
"11-09-2023","128.900","131.040","131.200","128.480","2.02M","-1.96%"
"08-09-2023","131.480","130.860","131.700","130.120","1.90M","0.94%"
"07-09-2023","130.260","128.720","130.480","128.480","1.82M","1.01%"
"06-09-2023","128.960","128.540","129.200","127.840","1.22M","0.55%"
"05-09-2023","128.260","127.400","128.880","127.080","1.24M","0.20%"
"04-09-2023","128.000","128.180","128.580","127.360","1.01M","-0.16%"
"01-09-2023","128.200","129.020","129.680","127.940","1.17M","-0.48%"
"31-08-2023","128.820","129.240","130.240","128.420","2.62M","-0.02%"
"30-08-2023","128.840","128.440","128.980","127.420","1.07M","0.03%"
"29-08-2023","128.800","127.840","129.080","127.260","1.44M","0.74%"
"28-08-2023","127.860","127.600","128.200","126.560","1.98M","1.35%"
"25-08-2023","126.160","126.200","127.240","125.660","1.96M","0.11%"
"24-08-2023","126.020","129.000","129.980","125.780","2.51M","-2.22%"
"23-08-2023","128.880","127.980","128.940","127.340","1.78M","1.00%"
"22-08-2023","127.600","125.680","128.440","125.400","2.16M","2.10%"
"21-08-2023","124.980","124.140","126.240","123.900","1.77M","0.64%"
"18-08-2023","124.180","124.000","124.340","122.700","2.25M","0.23%"
"17-08-2023","123.900","126.000","126.580","123.880","2.27M","-2.53%"
"16-08-2023","127.120","126.180","127.320","125.980","1.85M","0.74%"
"15-08-2023","126.180","127.040","127.240","125.600","1.73M","-0.76%"
"14-08-2023","127.140","125.520","127.240","125.360","1.75M","1.55%"
"11-08-2023","125.200","125.280","125.600","124.480","1.58M","-0.40%"
"10-08-2023","125.700","124.020","126.520","123.800","1.71M","2.01%"
"09-08-2023","123.220","122.840","124.160","122.440","1.35M","0.85%"
"08-08-2023","122.180","122.800","123.400","121.380","1.33M","-0.52%"
"07-08-2023","122.820","121.300","123.480","121.300","1.07M","1.04%"
"04-08-2023","121.560","121.200","121.880","120.040","1.18M","0.56%"
"03-08-2023","120.880","121.960","122.720","120.680","1.25M","-1.24%"
"02-08-2023","122.400","123.020","123.940","122.220","1.52M","-1.34%"
"01-08-2023","124.060","124.220","124.740","123.240","1.38M","-0.27%"
"31-07-2023","124.400","123.500","124.920","123.300","1.25M","0.66%"
"28-07-2023","123.580","122.700","124.020","122.440","1.59M","0.23%"
"27-07-2023","123.300","119.700","123.680","119.440","2.47M","3.32%"
"26-07-2023","119.340","120.340","120.540","118.520","1.58M","-0.88%"
"25-07-2023","120.400","119.720","120.560","119.040","1.37M","0.52%"
"24-07-2023","119.780","120.500","121.640","119.580","1.66M","-1.07%"
"21-07-2023","121.080","121.200","122.520","119.340","3.83M","-4.19%"
"20-07-2023","126.380","126.880","127.060","125.340","1.85M","-1.27%"
"19-07-2023","128.000","129.000","129.540","127.620","1.59M","-0.17%"
"18-07-2023","128.220","128.360","128.840","127.580","999.20K","-0.14%"
"17-07-2023","128.400","127.980","128.500","126.840","900.06K","-0.25%"
"14-07-2023","128.720","128.000","128.940","127.280","1.19M","0.63%"
"13-07-2023","127.920","126.380","128.360","126.040","1.89M","1.94%"
"12-07-2023","125.480","123.680","125.720","123.000","1.73M","1.92%"
"11-07-2023","123.120","123.020","123.600","122.180","1.06M","0.65%"
"10-07-2023","122.320","120.580","122.540","120.580","1.11M","0.72%"
"07-07-2023","121.440","121.180","122.380","120.640","1.45M","0.07%"
"06-07-2023","121.360","123.500","124.080","120.960","1.84M","-1.32%"
"05-07-2023","122.980","122.200","123.440","122.180","1.06M","-0.34%"
"04-07-2023","123.400","122.900","123.920","122.800","473.11K","0.23%"
"03-07-2023","123.120","124.460","125.600","122.700","1.40M","-1.61%"
"30-06-2023","125.140","123.300","125.140","122.880","2.15M","1.43%"
"29-06-2023","123.380","123.180","124.300","122.740","1.13M","-0.02%"
"28-06-2023","123.400","121.480","123.740","121.160","1.20M","2.15%"
"27-06-2023","120.800","121.440","121.700","120.580","1.17M","-0.67%"
"26-06-2023","121.620","123.160","123.160","121.300","1.29M","-0.78%"
"23-06-2023","122.580","123.220","123.980","122.480","1.40M","-0.42%"
"22-06-2023","123.100","122.780","123.240","121.380","1.10M","0.08%"
"21-06-2023","123.000","124.020","124.420","122.780","1.27M","-1.27%"
"20-06-2023","124.580","125.300","125.660","124.280","1.28M","-0.46%"
"19-06-2023","125.160","125.320","125.720","124.380","958.85K","-1.09%"
"16-06-2023","126.540","125.260","127.200","125.160","7.93M","1.41%"
"15-06-2023","124.780","125.140","125.440","122.900","1.37M","-0.56%"
"14-06-2023","125.480","124.400","125.540","124.060","1.46M","0.18%"
"13-06-2023","125.260","125.000","125.700","123.740","1.84M","1.28%"
"12-06-2023","123.680","123.620","123.780","122.140","1.51M","0.39%"
"09-06-2023","123.200","123.620","124.060","122.460","1.27M","-0.32%"
"08-06-2023","123.600","121.900","123.600","121.220","1.11M","0.08%"
"07-06-2023","123.500","123.560","124.280","122.880","1.40M","0.08%"
"06-06-2023","123.400","122.840","124.240","122.800","1.08M","0.26%"
"05-06-2023","123.080","123.540","124.260","122.720","1.14M","-1.03%"
"02-06-2023","124.360","123.120","124.420","122.960","2.08M","1.20%"
"01-06-2023","122.880","122.840","123.540","121.860","1.42M","0.57%"
"31-05-2023","122.180","121.780","123.220","121.120","6.65M","0.08%"
"30-05-2023","122.080","122.080","123.460","121.860","1.23M","0.16%"
"29-05-2023","121.880","122.820","122.940","121.780","587.10K","-0.62%"
"26-05-2023","122.640","121.240","122.840","120.580","1.30M","1.52%"
"25-05-2023","120.800","120.920","121.160","119.860","1.20M","0.48%"
"24-05-2023","120.220","120.900","121.380","119.720","1.39M","-1.31%"
"23-05-2023","121.820","123.680","123.840","121.700","1.58M","-1.52%"
"22-05-2023","123.700","124.080","124.740","123.360","1.19M","-0.63%"
"19-05-2023","124.480","124.740","125.100","123.800","2.40M","0.35%"
"18-05-2023","124.040","122.100","124.120","122.100","1.30M","1.39%"
"17-05-2023","122.340","122.000","123.660","121.200","1.81M","0.84%"
"16-05-2023","121.320","120.300","121.440","120.080","1.26M","0.81%"
"15-05-2023","120.340","120.880","121.320","118.960","1.54M","-0.78%"
"12-05-2023","121.280","121.000","121.740","120.760","1.34M","-0.83%"
"11-05-2023","122.300","123.000","124.060","121.740","1.61M","-0.31%"
"10-05-2023","122.680","122.400","123.160","122.020","1.27M","0.07%"
"09-05-2023","122.600","122.980","123.100","122.060","1.15M","-0.33%"
"08-05-2023","123.000","122.320","123.760","122.240","1.15M","0.67%"
"05-05-2023","122.180","122.720","123.040","121.400","1.55M","0.21%"
"04-05-2023","121.920","123.280","123.460","120.960","1.85M","-1.17%"
"03-05-2023","123.360","122.880","123.920","122.480","1.38M","1.15%"
"02-05-2023","121.960","122.680","123.780","121.740","1.52M","-0.73%"
"28-04-2023","122.860","123.800","124.600","122.460","1.91M","-0.61%"
"27-04-2023","123.620","121.320","123.720","120.960","1.67M","1.58%"
"26-04-2023","121.700","121.980","123.160","121.520","1.92M","-0.72%"
"25-04-2023","122.580","121.740","123.120","121.360","2.19M","2.25%"
"24-04-2023","119.880","120.520","121.280","119.320","1.85M","-1.46%"
"21-04-2023","121.660","114.220","122.680","113.100","4.67M","5.24%"
"20-04-2023","115.600","115.720","116.220","114.860","2.11M","-0.36%"
"19-04-2023","116.020","115.780","116.980","115.580","1.37M","-0.60%"
"18-04-2023","116.720","115.980","117.340","115.260","1.33M","0.31%"
"17-04-2023","116.360","116.080","116.900","115.760","961.27K","0.34%"
"14-04-2023","115.960","116.480","117.260","115.600","1.38M","0.00%"
"13-04-2023","115.960","115.920","116.240","114.480","1.53M","-0.57%"
"12-04-2023","116.620","115.800","117.560","115.560","1.31M","0.47%"
"11-04-2023","116.080","117.000","117.260","115.480","1.51M","-0.79%"
"06-04-2023","117.000","115.960","117.820","115.800","1.56M","0.64%"
"05-04-2023","116.260","116.600","117.680","116.240","1.27M","-0.07%"
"04-04-2023","116.340","115.640","116.880","115.240","1.49M","0.64%"
"03-04-2023","115.600","116.240","116.500","115.340","1.16M","-0.40%"
"31-03-2023","116.060","115.260","116.440","115.260","2.10M","0.61%"
"30-03-2023","115.360","114.940","115.540","114.620","1.35M","0.66%"
"29-03-2023","114.600","114.360","114.600","113.480","1.57M","0.76%"
"28-03-2023","113.740","114.360","114.760","113.480","858.49K","-0.54%"
"27-03-2023","114.360","114.600","115.260","114.060","1.26M","0.33%"
"24-03-2023","113.980","114.760","115.400","113.300","2.01M","-0.61%"
"23-03-2023","114.680","113.800","115.060","113.120","1.61M","0.79%"
"22-03-2023","113.780","114.000","114.280","113.480","1.24M","-0.05%"
"21-03-2023","113.840","113.100","114.140","112.620","1.53M","0.80%"
"20-03-2023","112.940","111.540","113.780","110.380","1.97M","1.22%"
"17-03-2023","111.580","113.500","114.380","111.000","5.40M","-0.94%"
"16-03-2023","112.640","109.560","112.920","108.500","2.81M","3.93%"
"15-03-2023","108.380","109.260","109.600","107.040","2.88M","-1.53%"
"14-03-2023","110.060","107.940","110.540","107.920","1.78M","2.65%"
"13-03-2023","107.220","110.760","111.220","106.280","2.77M","-2.95%"
"10-03-2023","110.480","109.500","111.280","109.420","1.52M","-0.86%"
"09-03-2023","111.440","110.440","111.940","109.520","1.03M","0.54%"
"08-03-2023","110.840","110.240","111.280","110.100","1.36M","0.05%"
"07-03-2023","110.780","112.000","112.480","110.760","1.23M","-1.05%"
"06-03-2023","111.960","109.960","113.440","109.760","2.21M","2.36%"
"03-03-2023","109.380","107.860","109.840","107.840","1.82M","2.01%"
"02-03-2023","107.220","106.140","107.500","105.420","1.43M","0.56%"
